1.090831206914235410e-35,6.899999999999999467e-01,0.000000000000000000e+00
6.001024934754994966e-36,6.899999999999999467e-01,-4.766651086471004237e-38
-1.173688455820702613e-26,6.864034060599665255e-01,-5.005167508179570862e-25
-2.255884676882930313e-26,6.797310462465343539e-01,-1.288292195600950315e-24
-3.105467134051712422e-26,6.705033061014836759e-01,-2.270477821151360056e-24
-3.600341400460660729e-26,6.592402039304396943e-01,-3.384115355663131848e-24
-3.631259469991558373e-26,6.464614661867309486e-01,-4.586516186221147971e-24
-3.097471280707562607e-26,6.326866029305272532e-01,-5.848729985825805601e-24
-1.903692928804356436e-26,6.184349833441188382e-01,-7.151117669604321140e-24
4.199078829412238173e-28,6.042259112842801594e-01,-8.480356044386319845e-24
2.829565485503131565e-26,5.905787008526828252e-01,-9.827416424111316478e-24
6.548069846509855926e-26,5.780127519653361912e-01,-1.118620713038324059e-23
1.128625877435226892e-25,5.670476259020302834e-01,-1.255267033622603608e-23
1.713304536245501340e-25,5.582031208167508307e-01,-1.392419329735071496e-23
2.417778785342801221e-25,5.519993471900203064e-01,-1.529924228592430592e-23
3.251046741999866102e-25,5.489568032040963441e-01,-1.667716227605771320e-23
4.222178511698585665e-25,5.495964500219325810e-01,-1.805811040778553758e-23
5.340319367805190608e-25,5.544397869507675658e-01,-1.944311204766552689e-23
6.614686711471732813e-25,5.640089264711651840e-01,-2.083424726037151258e-23
8.054559634048877592e-25,5.788266691122810892e-01,-2.223499574633198942e-23
9.669257816876260239e-25,5.994165781540692350e-01,-2.365079268490701433e-23
1.146810347022667173e-24,6.263030541370787629e-01,-2.508988224252533380e-23
1.346035493445770096e-24,6.600114091604127875e-01,-2.656460275632061273e-23
1.565509251142394830e-24,7.010679409483117075e-01,-2.809331063178112989e-23
1.806102370524045486e-24,7.500000066650989172e-01,-2.970325979238342773e-23
2.068027474762421145e-24,8.070056728633133725e-01,-3.143385473436975609e-23
2.350921326647840828e-24,8.720849395434040474e-01,-3.334280828100577323e-23
2.633815178533284021e-24,9.332402062234946838e-01,-3.525176182764216653e-23
2.916709030417974898e-24,9.904714729035853926e-01,-3.716071537427818367e-23
3.199602882304828684e-24,1.043778739583676174e+00,-3.906966892091420081e-23
3.482496734190271877e-24,1.093162006263766806e+00,-4.097862246755059411e-23
3.765390586075526991e-24,1.138621272943857399e+00,-4.288757601418698741e-23
4.048284437961017204e-24,1.180156539623947953e+00,-4.479652956082338071e-23
4.331178289846413378e-24,1.217767806304038469e+00,-4.670548310745977402e-23
4.614072141732091670e-24,1.251455072984129169e+00,-4.861443665409541500e-23
4.896965993617581883e-24,1.281218339664219830e+00,-5.052339020073180830e-23
5.179859845503119115e-24,1.307057606344310452e+00,-5.243234374736820160e-23
5.462753697388562308e-24,1.328972873024401036e+00,-5.434129729400459490e-23
5.745647549274146561e-24,1.346964139704491581e+00,-5.625025084064098820e-23
6.028541401159777833e-24,1.361031406384582310e+00,-5.815920438727738150e-23
6.311435253046208442e-24,1.371174673064672778e+00,-6.006815793391302248e-23
6.594329104930664219e-24,1.377393939744763429e+00,-6.197711148055016810e-23
6.877222956816107413e-24,1.379689206424854042e+00,-6.388606502718656140e-23
7.160116808701644645e-24,1.378060473104944839e+00,-6.579501857382220239e-23
7.443010660587040819e-24,1.372507739785035374e+00,-6.770397212045859569e-23
7.725904512472531032e-24,1.363031006465125872e+00,-6.961292566709498899e-23
8.008798364357362968e-24,1.349630273145216330e+00,-7.152187921373138229e-23
8.291692216243417418e-24,1.332305539825306973e+00,-7.343083276036702327e-23
8.574586068128813591e-24,1.311056806505397798e+00,-7.533978630700341657e-23
8.857479920014209765e-24,1.285884073185488363e+00,-7.724873985363980987e-23
9.140373771899511898e-24,1.256787339865578890e+00,-7.915769340027620317e-23
9.423267623784908072e-24,1.223766606545669378e+00,-8.106664694691259647e-23
9.706161475668423454e-24,1.186821873225760271e+00,-8.297560049354898977e-23
9.989055327555324260e-24,1.145953139905850904e+00,-8.488455404018538307e-23
1.027194917944072043e-23,1.101160406585941498e+00,-8.679350758682177637e-23
1.055484303132621065e-23,1.052443673266032054e+00,-8.870246113345816967e-23
1.083773688321160682e-23,9.998029399461226818e-01,-9.061141468009305834e-23
1.112063073509700299e-23,9.432382066262132714e-01,-9.252036822672945164e-23
1.140352458698503227e-23,8.827494733063039334e-01,-9.442932177336434031e-23
